tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,11099,0,live,PTPN21,"PTPD1, PTPRL10",protein tyrosine phosphatase non-receptor type 21,"tyrosine-protein phosphatase non-receptor type 21|dJ1175B15.2 (protein tyrosine phosphatase, non-receptor type 21)|protein-tyrosine phosphatase D1",14q31.3,14,NC_000014.9,88465778,88555007,minus,23,603271
9606,Homo sapiens,7932,0,live,OR2H2,"FAT11, OLFR2, OLFR42B, OR2H3, dJ271M21.2, hs6M1-12",olfactory receptor family 2 subfamily H member 2,"olfactory receptor 2H2|Olfactory receptor 2|olfactory receptor 2H3|olfactory receptor OR6-36|olfactory receptor, family 2, subfamily H, member 3|olfactory receptor-like protein FAT11",6p22.1,6,NC_000006.12,29585121,29592506,plus,3,600578
9606,Homo sapiens,285242,0,live,HTR3E,"5-HT3-E, 5-HT3E, 5-HT3c1",5-hydroxytryptamine receptor 3E,"5-hydroxytryptamine receptor 3E|5-hydroxytryptamine (serotonin) receptor 3, family member E|5-hydroxytryptamine (serotonin) receptor 3E, ionotropic|5-hydroxytryptamine receptor 3 subunit E",3q27.1,3,NC_000003.12,184097064,184106995,plus,9,610123
9606,Homo sapiens,22943,0,live,DKK1,"DKK-1, SK",dickkopf WNT signaling pathway inhibitor 1,dickkopf-related protein 1|dickkopf 1 homolog|dickkopf-1 like|dickkopf-like protein 1,10q21.1,10,NC_000010.11,52314281,52317657,plus,4,605189
9606,Homo sapiens,5775,0,live,PTPN4,"MEG, PTPMEG, PTPMEG1",protein tyrosine phosphatase non-receptor type 4,"tyrosine-protein phosphatase non-receptor type 4|PTPase-MEG1|megakaryocyte phosphatase|megakaryocyte protein-tyrosine phosphatase|protein tyrosine phosphatase MEG1|protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",2q14.2,2,NC_000002.12,119759922,119984899,plus,27,176878
9606,Homo sapiens,302,0,live,ANXA2,"ANX2, ANX2L4, CAL1H, HEL-S-270, LIP2, LPC2, LPC2D, P36, PAP-IV",annexin A2,annexin A2|annexin II|annexin-2|calpactin I heavy chain|calpactin I heavy polypeptide|calpactin-1 heavy chain|chromobindin 8|epididymis secretory protein Li 270|epididymis secretory sperm binding protein|lipocortin II|placental anticoagulant protein IV|protein I,15q22.2,15,NC_000015.10,60347151,60398025,minus,16,151740
9606,Homo sapiens,29967,0,live,LRP12,"MIG13A, ST7",LDL receptor related protein 12,low-density lipoprotein receptor-related protein 12|LDLR-related protein 12|suppressor of tumorigenicity 7 protein,8q22.3,8,NC_000008.11,104489236,104589258,minus,7,618299
9606,Homo sapiens,29992,0,live,PILRA,FDF03,paired immunoglobin like type 2 receptor alpha,paired immunoglobulin-like type 2 receptor alpha|cell surface receptor FDF03|inhibitory receptor PILR-alpha,7q22.1,7,NC_000007.14,100372659,100400098,plus,8,605341
9606,Homo sapiens,3895,0,live,KTN1,"CG1, KNT, MU-RMS-40.19",kinectin 1,kinectin|CG-1 antigen|kinesin receptor,14q22.3,14,NC_000014.9,55580207,55684584,plus,49,600381
9606,Homo sapiens,8074,0,live,FGF23,"ADHR, FGFN, HFTC2, HPDR2, HYPF, PHPTC",fibroblast growth factor 23,fibroblast growth factor 23|phosphatonin|tumor-derived hypophosphatemia inducing factor,12p13.32,12,NC_000012.12,4368227,4379712,minus,3,605380
9606,Homo sapiens,54329,0,live,GPR85,"SREB, SREB2",G protein-coupled receptor 85,probable G-protein coupled receptor 85|seven transmembrane helix receptor|super conserved receptor expressed in brain 2,7q31.1,7,NC_000007.14,113081854,113087724,minus,4,605188
9606,Homo sapiens,2832,0,live,NPBWR2,GPR8,neuropeptides B and W receptor 2,neuropeptides B/W receptor type 2|G-protein coupled receptor 8|neuropeptides B/W receptor 2|opioid-somatostatin-like receptor 8,20q13.33,20,NC_000020.11,64103802,64107565,minus,2,600731
9606,Homo sapiens,55816,0,live,DOK5,"C20orf180, IRS-6, IRS6",docking protein 5,docking protein 5|downstream of tyrosine kinase 5|insulin receptor substrate 6,20q13.2,20,NC_000020.11,54475593,54651171,plus,11,608334
9606,Homo sapiens,10768,0,live,AHCYL1,"DCAL, IRBIT, PPP1R78, PRO0233, XPVKONA",adenosylhomocysteinase like 1,"S-adenosylhomocysteine hydrolase-like protein 1|DC-expressed AHCY-like molecule|IP(3)Rs binding protein released with IP(3)|S-adenosyl homocysteine hydrolase homolog|S-adenosyl-L-homocysteine hydrolase 2|adenosylhomocysteinase 2|adoHcyase 2|dendritic cell expressed AHCY-like protein|epididymis secretory sperm binding protein|inositol 1,4,5-trisphosphate receptor-binding protein|protein phosphatase 1, regulatory subunit 78|putative adenosylhomocysteinase 2",1p13.3,1,NC_000001.11,109984765,110023742,plus,20,607826
9606,Homo sapiens,80155,0,live,NAA15,"Ga19, MRD50, NARG1, NAT1P, NATH, TBDN, TBDN100","N-alpha-acetyltransferase 15, NatA auxiliary subunit","N-alpha-acetyltransferase 15, NatA auxiliary subunit|N-terminal acetyltransferase|NMDA receptor regulated 1|NMDA receptor-regulated protein 1|gastric cancer antigen Ga19|protein tubedown-1|transcriptional coactivator tubedown-100|tubedown-1",4q31.1,4,NC_000004.12,139301499,139391384,plus,20,608000
9606,Homo sapiens,27334,0,live,P2RY10,"LYPSR2, P2Y10",P2Y receptor family member 10,"putative P2Y purinoceptor 10|G-protein coupled purinergic receptor P2Y10|P2Y-like receptor|purinergic receptor P2Y, G-protein coupled, 10|purinergic receptor P2Y10",Xq21.1,X,NC_000023.11,78945391,78963727,plus,5,300529
9606,Homo sapiens,753,0,live,LDLRAD4,C18orf1,low density lipoprotein receptor class A domain containing 4,low-density lipoprotein receptor class A domain-containing protein 4|clone 22,18p11.21,18,NC_000018.10,13217606,13652754,plus,33,606571
9606,Homo sapiens,2742,0,live,GLRA2,GLR,glycine receptor alpha 2,"glycine receptor subunit alpha-2|glycine receptor alpha 2 subunit|glycine receptor, alpha-2 polypeptide",Xp22.2,X,NC_000023.11,14529298,14731812,plus,12,305990
9606,Homo sapiens,9392,0,live,TGFBRAP1,"TRAP-1, TRAP1, VPS3",transforming growth factor beta receptor associated protein 1,transforming growth factor-beta receptor-associated protein 1|TGF-beta receptor-associated protein 1|VPS3 CORVET complex subunit,2q12.1-q12.2,2,NC_000002.12,105249404,105329735,minus,14,606237
9606,Homo sapiens,165140,0,live,OXER1,"GPCR, GPR170, TG1019",oxoeicosanoid receptor 1,oxoeicosanoid receptor 1|5-oxo-ETE G-protein coupled receptor|5-oxo-ETE acid G-protein-coupled receptor 1|G-protein coupled receptor 170|G-protein coupled receptor R527|G-protein coupled receptor TG1019|OXE receptor|oxoeicosanoid (OXE) receptor 1,2p21,2,NC_000002.12,42762499,42764135,minus,1,
9606,Homo sapiens,84435,0,live,ADGRA1,GPR123,adhesion G protein-coupled receptor A1,adhesion G protein-coupled receptor A1|G-protein coupled receptor 123|probable G-protein coupled receptor 123,10q26.3,10,NC_000010.11,133087924,133131675,plus,9,612302
9606,Homo sapiens,5780,0,live,PTPN9,"MEG2, PTPMEG2",protein tyrosine phosphatase non-receptor type 9,tyrosine-protein phosphatase non-receptor type 9|PTPase-MEG2|protein-tyrosine phosphatase MEG2,15q24.2,15,NC_000015.10,75463251,75579315,minus,13,600768
9606,Homo sapiens,2352,0,live,FOLR3,"FR-G, FR-gamma, FRgamma, gamma-hFR",folate receptor gamma,folate receptor gamma|folate receptor 3 (gamma),11q13.4,11,NC_000011.10,72135725,72139892,plus,5,602469
9606,Homo sapiens,134391,0,live,GPR151,"GALR4, GALRL, GPCR, GPCR-2037, PGR7",G protein-coupled receptor 151,G-protein coupled receptor 151|G-protein coupled receptor PGR7|galanin receptor 4|galanin-receptor-like protein,5q32,5,NC_000005.10,146513144,146516190,minus,1,618487
9606,Homo sapiens,6745,0,live,SSR1,TRAPA,signal sequence receptor subunit 1,"translocon-associated protein subunit alpha|SSR alpha subunit|SSR-alpha|TRAP alpha|signal sequence receptor subunit alpha|signal sequence receptor, alpha|translocon-associated protein alpha subunit",6p24.3,6,NC_000006.12,7281143,7313199,minus,8,600868
9606,Homo sapiens,2771,0,live,GNAI2,"GIPB, H_LUCA15.1, H_LUCA16.1, GNAI2",G protein subunit alpha i2,"guanine nucleotide-binding protein G(i) subunit alpha-2|GTP-binding regulatory protein Gi alpha-2 chain|adenylate cyclase-inhibiting G alpha protein|guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2|guanine nucleotide-binding protein G(i), alpha-2 subunit",3p21.31,3,NC_000003.12,50227068,50259362,plus,13,139360
9606,Homo sapiens,1379,0,live,CR1L,,complement C3b/C4b receptor 1 like,complement component receptor 1-like protein|complement C4b-binding protein CR-1-like protein|complement component (3b/4b) receptor 1-like,1q32.2,1,NC_000001.11,207645133,207723703,plus,12,605886
9606,Homo sapiens,79865,0,live,TREML2,"C6orf76, TLT-2, TLT2, dJ238O23.1",triggering receptor expressed on myeloid cells like 2,trem-like transcript 2 protein|triggering receptor expressed on myeloid cells-like protein 2,6p21.1,6,NC_000006.12,41189749,41201233,minus,5,609715
9606,Homo sapiens,22986,0,live,SORCS3,SORCS,sortilin related VPS10 domain containing receptor 3,VPS10 domain-containing receptor SorCS3|VPS10 domain receptor protein SORCS 3 (SORCS3),10q25.1,10,NC_000010.11,104641290,105265242,plus,28,606285
9606,Homo sapiens,54463,0,live,RETREG1,"FAM134B, JK-1, JK1",reticulophagy regulator 1,reticulophagy regulator 1|family with sequence similarity 134 member B|protein FAM134B|reticulophagy receptor 1|reticulophagy receptor FAM134B,5p15.1,5,NC_000005.10,16473038,16617096,minus,13,613114
9606,Homo sapiens,23013,0,live,SPEN,"HIAA0929, MINT, RATARS, RBM15C, SHARP",spen family transcriptional repressor,"msx2-interacting protein|Msx2 interacting nuclear target (MINT) homolog|SMART/HDAC1-associated repressor protein|nuclear receptor transcription cofactor|spen homolog, transcriptional regulator",1p36.21-p36.13,1,NC_000001.11,15847707,15940456,plus,15,613484
9606,Homo sapiens,374462,0,live,PTPRQ,"DFNA73, DFNB84, DFNB84A, PTPGMC1, R-PTP-Q",protein tyrosine phosphatase receptor type Q,"phosphatidylinositol phosphatase PTPRQ|phosphotidylinositol phosphatase PTPRQ|protein-tyrosine phosphatase, receptor-type, expressed by glomerular mesangial cells",12q21.31,12,NC_000012.12,80424261,80680273,plus,51,603317
9606,Homo sapiens,8638,0,live,OASL,"OASL1d, TRIP-14, TRIP14, p59 OASL, p59-OASL, p59OASL, OASL",2'-5'-oligoadenylate synthetase like,2'-5'-oligoadenylate synthase-like protein|2'-5'-OAS-RP|2'-5'-OAS-related protein|59 kDa 2'-5'-oligoadenylate synthase-like protein|59 kDa 2'-5'-oligoadenylate synthetase-like protein|TR-interacting protein 14|thyroid receptor-interacting protein 14,12q24.31,12,NC_000012.12,121018882,121039242,minus,7,603281
9606,Homo sapiens,399687,0,live,MYO18A,"MAJN, MYSPDZ, SP-R210, SPR210",myosin XVIIIA,unconventional myosin-XVIIIa|SP-A receptor subunit SP-R210 alphaS|molecule associated with JAK3 N-terminus|myosin 18A|myosin containing PDZ domain|myosin containing a PDZ domain|surfactant protein receptor SP-R210,17q11.2,17,NC_000017.11,29071122,29180398,minus,47,610067
9606,Homo sapiens,57191,0,live,VN1R1,"V1RL1, VNR19I1, ZVNH1, ZVNR1",vomeronasal 1 receptor 1,"vomeronasal type-1 receptor 1|G-protein coupled receptor GPCR24|V1R-like 1|V1r-like receptor 1|V3r-related gene protein|hGPCR24|vomeronasal olfactory receptor chromosome 19 subtype I member 1|vomeronasal olfactory receptor, (chromosome 19) subtype I, member 1",19q13.43,19,NC_000019.10,57454790,57457140,minus,1,605234
9606,Homo sapiens,115350,0,live,FCRL1,"CD307a, FCRH1, IFGP1, IRTA5",Fc receptor like 1,"Fc receptor-like protein 1|IFGP family protein 1|fc receptor homolog 1|fcR-like protein 1|hIFGP1|immune receptor translocation-associated protein 5|immunoglobulin superfamily Fc receptor, gp42",1q23.1,1,NC_000001.11,157792249,157820134,minus,12,606508
9606,Homo sapiens,1650,0,live,DDOST,"AGER1, CDG1R, GATD6, OKSWcl45, OST, OST48, WBP1",dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit|advanced glycation end-product receptor 1|advanced glycation endproduct receptor 1|dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)|dolichyl-diphosphooligosaccharide-protein glycotransferase|oligosaccharyl transferase 48 kDa subunit|oligosaccharyltransferase 48 kDa subunit|oligosaccharyltransferase subunit 48,1p36.12,1,NC_000001.11,20651777,20661369,minus,11,602202
9606,Homo sapiens,55890,0,live,GPRC5C,"RAIG-3, RAIG3",G protein-coupled receptor class C group 5 member C,G-protein coupled receptor family C group 5 member C|orphan G-protein coupled receptor|retinoic acid responsive gene protein|retinoic acid-induced gene 3 protein,17q25.1,17,NC_000017.11,74431350,74451658,plus,7,605949
9606,Homo sapiens,29909,0,live,GPR171,H963,G protein-coupled receptor 171,probable G-protein coupled receptor 171|F730001G15Rik|G-protein coupled receptor H963|platelet activating receptor homolog,3q25.1,3,NC_000003.12,151197754,151203674,minus,4,618925
9606,Homo sapiens,286676,0,live,ILDR1,"DFNB42alpha, ILDR1alpha', ILDR1beta, ILDR1",immunoglobulin like domain containing receptor 1,immunoglobulin-like domain-containing receptor 1|angulin-2|immunoglobulin-like domain-containing receptor 1 alpha|immunoglobulin-like domain-containing receptor 1 beta,3q13.33,3,NC_000003.12,121987323,122060554,minus,9,609739
9606,Homo sapiens,57053,0,live,CHRNA10,,cholinergic receptor nicotinic alpha 10 subunit,"neuronal acetylcholine receptor subunit alpha-10|NACHR alpha-10|acetylcholine receptor, nicotinic, alpha 10 (neuronal)|cholinergic receptor, nicotinic alpha 10|cholinergic receptor, nicotinic, alpha 10 (neuronal)|cholinergic receptor, nicotinic, alpha polypeptide 10|nicotinic acetylcholine receptor subunit alpha-10",11p15.4,11,NC_000011.10,3665587,3673629,minus,4,606372
9606,Homo sapiens,29126,0,live,CD274,"B7-H, B7H1, PD-L1, PDCD1L1, PDCD1LG1, PDL1, hPD-L1",CD274 molecule,programmed cell death 1 ligand 1|B7 homolog 1|CD274 antigen|PDCD1 ligand 1,9p24.1,9,NC_000009.12,5450542,5470554,plus,7,605402
9606,Homo sapiens,445347,0,live,TARP,"CD3G, TCRG, TCRGC1, TCRGC2, TCRGV",TCR gamma alternate reading frame protein,"TCR gamma alternate reading frame protein|T cell receptor gamma chain variable|T-cell receptor gamma-chain constant region|TCR V3-JP2-Cgamma2|TCR- gamma V-IV|Vgamma9ChainTCRMOP|antigen, T-cell receptor",7p14.1,7,NC_000007.14,38239577,38276741,minus,10,609642
9606,Homo sapiens,390058,0,live,OR51B6,HOR5'Beta6,olfactory receptor family 51 subfamily B member 6,olfactory receptor 51B6|odorant receptor HOR5'beta6|olfactory receptor 51B5,11p15.4,11,NC_000011.10,5351508,5352446,plus,1,
9606,Homo sapiens,54328,0,live,GPR173,SREB3,G protein-coupled receptor 173,probable G-protein coupled receptor 173|super conserved receptor expressed in brain 3,Xp11.22,X,NC_000023.11,53048789,53080615,plus,3,300253
9606,Homo sapiens,5335,0,live,PLCG1,"NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1",phospholipase C gamma 1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1|1-phosphatidyl-D-myo-inositol-4,5-bisphosphate|PLC-148|PLC-gamma-1|inositoltrisphosphohydrolase|monophosphatidylinositol phosphodiesterase|phosphatidylinositol phospholipase C|phosphoinositidase C|phosphoinositide phospholipase C|phosphoinositide phospholipase C-gamma-1|phospholipase C, gamma 1 (formerly subtype 148)|phospholipase C-148|phospholipase C-II|triphosphoinositide phosphodiesterase",20q12,20,NC_000020.11,41137519,41177626,plus,32,172420
9606,Homo sapiens,84109,0,live,QRFPR,"AQ27, GPR103, SP9155",pyroglutamylated RFamide peptide receptor,pyroglutamylated RF-amide peptide receptor|G-protein coupled receptor 103|QRFP receptor|orexigenic neuropeptide QRFP receptor|peptide P518 receptor,4q27,4,NC_000004.12,121328642,121381054,minus,7,606925
9606,Homo sapiens,567,0,live,B2M,IMD43,beta-2-microglobulin,beta-2-microglobulin|beta chain of MHC class I molecules|beta-2-microglobin,15q21.1,15,NC_000015.10,44711492,44718145,plus,3,109700
9606,Homo sapiens,10025,0,live,MED16,"DRIP92, THRAP5, TRAP95",mediator complex subunit 16,"mediator of RNA polymerase II transcription subunit 16|thyroid hormone receptor-associated protein 5|thyroid hormone receptor-associated protein complex 95 kDa component|thyroid hormone receptor-associated protein, 95-kD subunit|vitamin D3 receptor-interacting protein complex 92 kDa component",19p13.3,19,NC_000019.10,867961,893228,minus,16,604062
9606,Homo sapiens,3106,0,live,HLA-B,"AS, B-4901, HLAB","major histocompatibility complex, class I, B","major histocompatibility complex, class I, B|HLA class I antigen HLA-B|HLA class I histocompatibility antigen, B alpha chain|MHC HLA-B cell surface glycoprotein|MHC HLA-B transmembrane glycoprotein|MHC class 1 antigen|MHC class I antigen HLA-B alpha chain|MHC class I antigen HLA-B heavy chain|MHC class I antigen SHCHA|MHC class I molecule|leukocyte antigen class I-B",6p21.33,6,NC_000006.12,31353875,31357179,minus,8,142830
9606,Homo sapiens,56993,0,live,TOMM22,"1C9-2, MST065, MSTP065, TOM22",translocase of outer mitochondrial membrane 22,mitochondrial import receptor subunit TOM22 homolog|mitochondrial import receptor Tom22|translocase of outer membrane 22 kDa subunit homolog|translocase of outer mitochondrial membrane 22 homolog,22q13.1,22,NC_000022.11,38681957,38685421,plus,4,607046
9606,Homo sapiens,2853,0,live,GPR31,"12-HETER, HETER, HETER1",G protein-coupled receptor 31,"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor|12-(S)-HETE acid receptor|12-(S)-HETE receptor|12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid (HETE) receptor|GPR31/12-HETER|bA517H2.2 (G protein-coupled receptor 31)|hydroxyeicosatetraenoic (HETE) acid receptor 1|probable G-protein coupled receptor 31",6q27,6,NC_000006.12,167155247,167157980,minus,1,602043
9606,Homo sapiens,26280,0,live,IL1RAPL2,"IL-1R9, IL1R9, IL1RAPL-2, TIGIRR-1",interleukin 1 receptor accessory protein like 2,X-linked interleukin-1 receptor accessory protein-like 2|IL-1 receptor accessory protein-like 2|IL-1R-9|IL1RAPL-2-related protein|interleukin 1 receptor 9|three immunoglobulin domain-containing IL-1 receptor-related 1,Xq22.3,X,NC_000023.11,104566199,105769729,plus,12,300277
9606,Homo sapiens,57537,0,live,SORCS2,,sortilin related VPS10 domain containing receptor 2,VPS10 domain-containing receptor SorCS2|VPS10 domain receptor protein,4p16.1,4,NC_000004.12,7192538,7742828,plus,29,606284
9606,Homo sapiens,10936,0,live,GPR75,"GPRchr2, WI31133",G protein-coupled receptor 75,probable G-protein coupled receptor 75,2p16.2,2,NC_000002.12,53852912,53859967,minus,2,606704
9606,Homo sapiens,2849,0,live,GPR26,,G protein-coupled receptor 26,G-protein coupled receptor 26,10q26.13,10,NC_000010.11,123666355,123697399,plus,3,604847
9606,Homo sapiens,84231,0,live,TRAF7,"CAFDADD, RFWD1, RNF119",TNF receptor associated factor 7,"E3 ubiquitin-protein ligase TRAF7|RING finger and WD repeat-containing protein 1|RING finger protein 119|RING-type E3 ubiquitin transferase TRAF7|TNF receptor-associated factor 7, E3 ubiquitin protein ligase|ring finger and WD repeat domain 1",16p13.3,16,NC_000016.10,2155778,2178129,plus,21,606692
9606,Homo sapiens,5738,0,live,PTGFRN,"CD315, CD9P-1, EWI-F, FPRP, SMAP-6",prostaglandin F2 receptor inhibitor,prostaglandin F2 receptor negative regulator|CD9 partner 1|glu-Trp-Ile EWI motif-containing protein F|prostaglandin F2-alpha receptor regulatory protein|prostaglandin F2-alpha receptor-associated protein,1p13.1,1,NC_000001.11,116909916,116990358,plus,10,601204
9606,Homo sapiens,10438,0,live,C1D,"LRP1, Rrp47, SUN-CoR, SUNCOR, hC1D",C1D nuclear receptor corepressor,nuclear nucleic acid-binding protein C1D|C1D DNA-binding protein|C1D nuclear receptor co-repressor|nuclear DNA-binding protein|small unique nuclear receptor co-repressor|small unique nuclear receptor corepressor,2p14,2,NC_000002.12,68041130,68063004,minus,6,606997
9606,Homo sapiens,66008,0,live,TRAK2,"ALS2CR3, CALS-C, GRIF-1, GRIF1, MILT2, OIP98",trafficking kinesin protein 2,"trafficking kinesin-binding protein 2|O-linked N-acetylglucosamine transferase interacting protein 98|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 3 protein|gamma-aminobutyric acid(A) receptor-interacting factor|milton homolog 2|trafficking protein, kinesin binding 2",2q33.1,2,NC_000002.12,201377207,201451577,minus,17,607334
9606,Homo sapiens,2835,0,live,GPR12,"GPCR12, GPCR21, PPP1R84",G protein-coupled receptor 12,"G-protein coupled receptor 12|protein phosphatase 1, regulatory subunit 84",13q12.13,13,NC_000013.11,26755200,26760786,minus,2,600752
9606,Homo sapiens,55827,0,live,DCAF6,"1200006M05Rik, ARCAP, IQWD1, MSTP055, NRIP, PC326",DDB1 and CUL4 associated factor 6,DDB1- and CUL4-associated factor 6|IQ motif and WD repeat-containing protein 1|IQ motif and WD repeats 1|androgen receptor complex-associated protein|nuclear receptor interaction protein,1q24.2,1,NC_000001.11,167936239,168075836,plus,26,610494
9606,Homo sapiens,259286,0,live,TAS2R40,"GPR60, T2R40, T2R58",taste 2 receptor member 40,"taste receptor type 2 member 40|G-protein coupled receptor 60|taste receptor type 2 member 58|taste receptor, type 2, member 40",7q34,7,NC_000007.14,143222037,143223079,plus,1,613964
9606,Homo sapiens,221188,0,live,ADGRG5,"GPR114, PGR27",adhesion G protein-coupled receptor G5,adhesion G-protein coupled receptor G5|G protein-coupled receptor 114|G protein-coupled receptor PGR27|probable G-protein coupled receptor 114,16q21,16,NC_000016.10,57529339,57578182,plus,13,616965
9606,Homo sapiens,29850,0,live,TRPM5,"LTRPC5, MTR1",transient receptor potential cation channel subfamily M member 5,transient receptor potential cation channel subfamily M member 5|MLSN1 and TRP-related|MLSN1- and TRP-related gene 1 protein|long transient receptor potential channel 5,11p15.5,11,NC_000011.10,2403962,2423424,minus,25,604600
9606,Homo sapiens,10990,0,live,LILRB5,"CD85C, LIR-8, LIR8",leukocyte immunoglobulin like receptor B5,"leukocyte immunoglobulin-like receptor subfamily B member 5|CD85 antigen-like family member C|leucocyte Ig-like receptor B5|leukocyte immunoglobulin-like receptor 8|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5",19q13.42,19,NC_000019.10,54249421,54257292,minus,13,604814
9606,Homo sapiens,259285,0,live,TAS2R39,"T2R39, T2R57",taste 2 receptor member 39,"taste receptor type 2 member 39|taste receptor type 2 member 57|taste receptor, type 2, member 39",7q34,7,NC_000007.14,143183419,143184435,plus,1,
9606,Homo sapiens,164091,0,live,PAQR7,"MPRA, PGLP, mSR",progestin and adipoQ receptor family member 7,membrane progestin receptor alpha|2310021M12Rik|mPR alpha|membrane progesterone P4 receptor alpha|membrane progesterone receptor alpha|progesterone and adipoQ receptor family member 7|progestin and adipoQ receptor family member VII,1p36.11,1,NC_000001.11,25861484,25876707,minus,5,607779
9606,Homo sapiens,3551,0,live,IKBKB,"IKK-beta, IKK2, IKKB, IMD15, IMD15A, IMD15B, NFKBIKB",inhibitor of nuclear factor kappa B kinase subunit beta,"inhibitor of nuclear factor kappa-B kinase subunit beta|I-kappa-B kinase 2|I-kappa-B-kinase beta|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta|nuclear factor NF-kappa-B inhibitor kinase beta|serine/threonine protein kinase IKBKB",8p11.21,8,NC_000008.11,42270727,42332460,plus,24,603258
9606,Homo sapiens,55558,0,live,PLXNA3,"6.3, HSSEXGENE, PLXN3, PLXN4, XAP-6",plexin A3,plexin-A3|Sex chromosome X transmembrane protein of HGF receptor family 3|plexin-4|semaphorin receptor SEX,Xq28,X,NC_000023.11,154458281,154477779,plus,33,300022
9606,Homo sapiens,10771,0,live,ZMYND11,"BRAM1, BS69, MRD30",zinc finger MYND-type containing 11,zinc finger MYND domain-containing protein 11|adenovirus 5 E1A-binding protein|bone morphogenetic protein receptor-associated molecule 1,10p15.3,10,NC_000010.11,130088,254637,plus,23,608668
9606,Homo sapiens,29982,0,live,NRBF2,"COPR, COPR1, COPR2, NRBF-2",nuclear receptor binding factor 2,nuclear receptor-binding factor 2|comodulator of PPAR and RXR 1|comodulator of PPAR and RXR 2,10q21.3,10,NC_000010.11,63133325,63155029,plus,5,616477
9606,Homo sapiens,114897,0,live,C1QTNF1,"CTRP1, GIP, ZSIG37",C1q and TNF related 1,complement C1q tumor necrosis factor-related protein 1|C1q and tumor necrosis factor related protein 1|G protein coupled receptor interacting protein|g protein-coupled receptor-interacting protein,17q25.3,17,NC_000017.11,79022934,79049788,plus,9,610365
9606,Homo sapiens,90411,0,live,MCFD2,"F5F8D, F5F8D2, LMAN1IP, SDNSF","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",multiple coagulation factor deficiency protein 2|neural stem cell-derived neuronal survival protein,2p21,2,NC_000002.12,46901870,46941855,minus,7,607788
9606,Homo sapiens,84873,0,live,ADGRG7,GPR128,adhesion G protein-coupled receptor G7,adhesion G-protein coupled receptor G7|G-protein coupled receptor 128,3q12.2,3,NC_000003.12,100609601,100696174,plus,16,612307
9606,Homo sapiens,811,0,live,CALR,"CRT, HEL-S-99n, RO, SSA, cC1qR",calreticulin,calreticulin|CRP55|ERp60|HACBP|Sicca syndrome antigen A (autoantigen Ro; calreticulin)|calregulin|endoplasmic reticulum resident protein 60|epididymis secretory sperm binding protein Li 99n|grp60,19p13.13,19,NC_000019.10,12938609,12944489,plus,9,109091
9606,Homo sapiens,3845,0,live,KRAS,"C-K-RAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, K-Ras, K-Ras 2, KI-RAS1, KRAS2, NS, NS3, OES, RALD, RASK2, c-Ki-ras, c-Ki-ras2, KRAS","KRAS proto-oncogene, GTPase",GTPase KRas|K-ras p21 protein|Kirsten rat sarcoma viral oncogene homolog|Kirsten rat sarcoma viral proto-oncogene|PR310 c-K-ras oncogene|c-Kirsten-ras protein|cellular c-Ki-ras2 proto-oncogene|cellular transforming proto-oncogene|oncogene KRAS2|transforming protein p21|v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog,12p12.1,12,NC_000012.12,25205246,25250929,minus,6,190070
9606,Homo sapiens,54904,0,live,NSD3,"KMT3F, KMT3G, WHISTLE, WHSC1L1, pp14328",nuclear receptor binding SET domain protein 3,histone-lysine N-methyltransferase NSD3|Wolf-Hirschhorn syndrome candidate 1-like 1|nuclear SET domain-containing protein 3|protein whistle,8p11.23,8,NC_000008.11,38269704,38382271,minus,25,607083
9606,Homo sapiens,10957,0,live,PNRC1,"B4-2, PNAS-145, PROL2, PRR2",proline rich nuclear receptor coactivator 1,proline-rich nuclear receptor coactivator 1|proline rich 2 protein|proline-rich polypeptide 2|proline-rich protein 2|proline-rich protein with nuclear targeting signal|protein B4-2,6q15,6,NC_000006.12,89080749,89085160,plus,3,606714
